"subscription_rk","возраст","пол","кол-во детей","флаг отказа от коммуникаций","доход","возраст в банке","гео","дата подключения","дата отключения","активных дней","выгода","кол-во опций","активная дебетовая карта","активная кредитка","НС","активный мобаил","активный брокерский счет","вклад","флаг оплаты подписки","кол-во партнерских подписок","оборот","кол-во транзакций","транзакций кино","транзакций развлечения","транзакций фастфуд","транзакций музыка","транзакций рестораны","транзакций в оффере партнеров"
"578694765","36","M","0","0","","936","Екатеринбург","2022-09-02","","218","220.95","4","1","0","1","0","1","0","1","0","41486.53","92","0","0","50","0","4","5"
"671096737","31","M","0","0","","1352","Санкт-Петербург","2022-04-09","","364","175.02","4","1","0","1","0","0","0","1","0","27937","19","0","1","1","0","0","1"
"934575433","39","F","0","0","","2078","МО","2022-11-24","2023-01-24","59","258.56","3","1","0","0","0","0","0","1","0","21440.81","43","0","1","4","0","1","1"
"93522428","55","F","0","0","60000","1033","Москва","2022-09-16","2022-11-16","30","218.07","4","1","0","0","0","0","0","1","0","55620.1","50","0","1","5","0","1","1"
"2461709","29","F","0","0","30000","481","Ростов-На-Дону","2022-10-01","2022-12-01","61","27.73","2","1","0","0","0","0","0","0","1","43365.33","111","0","0","7","0","0","4"
"255199717","63","F","0","0","","657","Сарапул","2022-11-08","2023-04-02","144","104.95","3","1","0","1","1","1","1","0","0","13385.3","12","0","0","0","0","0","1"
"664611569","36","M","0","0","110000","670","Санкт-Петербург","2022-08-01","2022-12-01","120","23.2","2","1","0","0","0","0","0","0","0","68369.23","94","0","4","16","0","3","1"
"475609409","33","F","0","0","50000","1794","Пермь","2022-10-03","2023-02-02","0","153.14","3","1","1","1","0","1","0","0","0","3639.33","3","0","0","0","0","0","0"
"733067828","36","F","0","0","40000","1620","Верхняя Пышма","2022-08-29","2022-08-29","0","204.19","4","1","1","1","0","0","0","0","0","83396.24","77","0","1","10","0","5","3"
"307921170","33","M","0","0","70000","203","Новокузнецк","2022-12-03","2023-02-02","58","425.6","3","1","0","0","0","0","0","0","1","72413.8","72","0","0","15","0","1","5"
"476096257","22","F","0","0","45000","231","Курск","2022-09-28","2022-12-28","61","109.59","3","1","0","0","0","0","0","1","0","49284.21","156","0","1","11","0","4","5"
"344273991","47","M","0","0","","1136","Миасс","2022-08-20","","231","1006.11","6","1","0","1","1","1","0","1","2","110090.61","114","0","4","24","0","5","1"
"978250516","29","F","0","0","90000","637","Владимир","2022-04-13","2022-06-14","62","325.94","5","1","1","0","0","0","0","1","0","11915.67","30","0","0","5","0","4","1"
"994043481","37","M","0","0","","1542","Москва","2022-04-21","","352","240.87","5","1","0","0","0","0","0","1","0","62010.92","91","0","3","23","0","7","1"
"278326114","21","M","0","0","35000","698","Тула","2022-08-27","2022-11-27","65","164.22","4","1","1","0","0","1","0","1","0","65672.11","86","0","1","12","0","16","0"
"744347243","18","M","0","0","50000","271","Калуга","2022-12-02","2023-02-01","58","13.35","4","1","0","1","1","0","0","0","0","12583.79","34","0","1","8","0","0","1"
"950829870","40","M","0","0","250000","528","Самара","2022-06-02","2022-07-02","0","227.84","4","1","0","0","0","0","0","0","0","40540.41","34","0","0","3","0","0","8"
"271696195","38","M","0","0","50000","263","МО","2022-06-15","2022-07-16","31","178.64","5","1","0","0","1","0","0","0","0","22594.32","67","0","3","3","0","0","3"
"425864732","26","M","0","0","","104","Кострома","2022-09-01","2023-01-31","0","214.65","4","1","0","0","0","0","0","0","1","4028.32","10","0","1","1","0","1","0"
"648915821","41","F","0","0","40000","138","Липецк","2022-01-17","2022-05-09","108","0","2","1","0","0","1","0","0","1","0","2791.85","5","0","0","0","0","0","0"
"181726518","30","M","0","0","","2124","Санкт-Петербург","2022-03-06","2022-05-06","57","725.21","4","1","0","0","0","0","0","1","0","62351.7","120","0","0","10","0","0","1"
"116170869","26","F","0","0","100000","717","Москва","2022-03-17","","387","831.71","8","1","0","0","0","0","0","1","0","48332.48","87","0","1","12","0","3","3"
"532137095","50","M","0","0","65000","322","Ростов-На-Дону","2022-12-28","","101","0","1","1","0","0","0","0","0","0","0","27737.47","4","0","0","0","0","0","1"
"708881043","34","M","0","0","80000","162","Екатеринбург","2022-07-20","2022-12-25","157","85.13","3","1","0","0","0","0","0","1","0","40502.29","72","0","0","10","0","1","1"
"913491322","18","F","0","0","25000","51","Кисловодск","2022-09-02","2022-11-22","80","46.51","3","1","0","0","0","0","0","1","0","4611.24","18","0","0","0","0","3","3"
"275173386","21","M","0","0","100000","674","МО","2022-12-10","","119","349.98","4","1","1","1","0","0","0","1","0","64491.69","148","0","11","42","0","15","10"
"52825737","25","M","0","0","48000","136","МО","2022-06-24","2023-03-26","0","276.99","6","1","0","0","0","0","0","1","1","8391.25","30","0","0","8","0","0","8"
"970630433","45","F","0","0","50000","687","Сарапул","2022-12-23","","106","168.88","4","1","0","1","0","1","0","1","0","70682.98","98","0","4","20","0","1","5"
"940608068","31","M","0","0","28000","1049","Новокузнецк","2022-03-27","2022-11-27","244","290.01","5","1","0","0","1","0","0","1","0","63506.33","164","0","0","3","0","0","1"
"709991067","25","M","0","0","30000","998","Новороссийск","2022-08-29","","222","214.34","6","1","1","1","0","0","0","1","0","31582.5","64","0","0","27","0","1","1"
"892623058","33","M","0","0","120000","2016","Нефтеюганск","2022-02-04","2022-11-20","289","261.68","4","1","1","0","1","0","0","1","0","145328.12","155","0","1","11","0","3","4"
"666591210","31","F","0","0","250000","383","МО","2022-03-05","2022-06-06","64","69.17","3","1","0","1","0","0","0","1","0","51045.3","27","0","0","4","0","3","0"
"213723411","42","M","0","0","40000","149","Белоярский","2022-09-27","","193","168.33","3","1","0","0","0","0","0","1","0","41135.66","110","1","0","1","0","10","1"
"633618598","40","M","0","0","70000","604","Саратов","2022-09-27","2022-11-27","59","366.92","2","1","0","0","0","1","0","0","0","36866.89","52","0","1","3","0","0","4"
"835062071","28","M","0","0","40000","586","Тверь","2022-02-11","2022-07-11","0","321.39","5","1","0","0","0","0","0","1","0","26520.06","91","0","4","7","0","1","3"
"90837270","34","M","0","0","50000","2175","Салават","2022-07-27","2022-10-27","0","99.96","4","1","0","0","0","0","0","1","0","52687.56","143","0","0","22","0","1","7"
"958595359","30","M","0","0","120000","1827","Ленинск-Кузнецкий","2022-10-14","","176","362.21","5","1","1","0","0","0","0","1","0","43540.2","49","0","1","5","0","4","0"
"86151121","50","F","0","0","","178","Ачинск","2022-08-23","","228","263.87","4","1","0","0","0","0","0","1","0","31303.37","24","0","0","0","0","0","1"
"303740572","20","M","0","0","40000","585","Санкт-Петербург","2022-02-04","2022-12-04","302","103.29","4","1","1","1","0","0","0","1","0","42263.38","84","0","0","15","0","4","4"
"462847449","21","M","0","0","20000","308","Каменск-Уральский","2022-03-07","2022-05-07","48","429.37","5","1","0","0","0","0","0","1","1","60042.44","56","0","0","5","0","5","3"
"405870872","39","M","0","0","150000","473","Екатеринбург","2022-05-18","","325","376.21","6","1","0","1","1","0","0","1","0","96995.09","197","0","1","26","0","1","8"
"783786590","51","M","0","0","","1420","Самара","2022-08-17","2023-01-17","153","84.85","3","1","0","0","1","1","0","1","0","3753.67","10","0","0","0","0","0","0"
"496867556","30","M","0","0","70000","1664","Сочи","2022-10-28","2023-01-28","91","83.99","2","1","0","0","0","0","0","1","0","16512.89","48","0","0","10","0","1","0"
"804063020","19","M","0","0","52000","106","Магадан","2022-05-26","2022-07-26","0","84.11","3","0","0","0","1","0","0","0","0","18502.67","71","0","1","1","0","0","0"
"311421503","35","M","","0","47500","169","Воронеж","2022-07-27","2022-10-27","85","115.85","4","1","1","0","0","0","0","0","0","33483.71","105","0","0","23","0","0","8"
"895345641","21","M","0","0","60000","163","Екатеринбург","2022-07-21","2022-08-21","0","320.55","5","1","1","1","0","0","0","1","0","44822.63","194","0","15","20","0","4","7"
"456734596","30","F","0","0","","147","Москва","2022-01-30","2022-07-11","0","442.14","4","1","0","1","0","0","0","1","0","5253.57","15","0","0","1","0","0","0"
"32842013","26","F","0","0","","227","Москва","2022-10-13","2022-11-13","0","455.65","3","1","0","0","0","0","1","0","0","172265.75","164","1","1","46","0","7","1"
"3185016","22","M","0","0","50000","558","ЛенОбл","2022-08-01","2022-12-08","119","445.64","7","1","0","0","1","0","0","1","0","26312.67","106","0","7","7","0","1","4"
"776320529","60","M","0","0","","52","Екатеринбург","2022-06-07","","305","237.5","4","1","0","0","0","0","0","1","0","29904.36","11","0","0","1","0","0","1"
"993229330","20","F","0","0","80000","710","Тюмень","2022-08-05","2022-08-05","0","289.18","5","1","1","1","0","0","0","0","0","31829.12","115","0","0","7","0","0","0"
"231585798","20","F","0","0","36000","191","Иркутск","2022-09-04","","216","219.19","5","1","0","0","0","0","0","1","0","52384.89","134","1","3","23","0","5","1"
"916280600","25","M","0","0","30000","605","Санкт-Петербург","2022-02-27","","405","494.47","6","1","0","1","0","0","0","1","0","141896.74","141","0","0","30","0","5","3"
"153698383","55","M","0","0","0","2797","Санкт-Петербург","2022-07-28","2022-10-28","72","891.53","6","1","0","0","0","1","0","1","0","82991.56","33","0","0","4","0","0","1"
"277613479","29","M","0","0","95000","1469","Мурманск","2022-04-05","2022-06-04","0","135.51","1","0","1","0","0","0","0","0","0","31529.81","102","0","0","8","0","4","1"
"537998626","30","F","0","0","70000","564","Ростов-На-Дону","2022-04-29","2022-06-29","60","676.32","7","1","0","1","0","0","1","1","0","82612.66","210","0","1","26","0","8","5"
"723396116","37","F","0","0","","932","Ростов-На-Дону","2022-04-10","","363","231.93","6","1","0","0","0","0","0","1","0","23952.97","18","0","0","1","0","1","0"
"554646624","24","F","0","0","95000","461","Москва","2022-09-02","","218","352.6","5","1","0","1","0","0","0","1","0","42882.18","69","0","1","12","0","12","3"
"549758387","25","F","0","0","80000","497","МО","2022-06-18","2022-09-18","61","183.9","5","1","1","0","0","0","0","1","0","80854.93","196","0","1","14","0","3","10"
"685146908","25","M","0","0","30000","826","Ижевск","2022-08-01","2023-04-01","218","506.15","4","1","0","0","0","0","1","1","0","86665.07","140","0","1","23","0","1","4"
"541829020","37","F","0","0","","871","МО","2022-11-29","","130","26.35","2","1","0","0","0","1","0","1","1","27196.02","54","0","0","3","0","0","3"
"191116260","26","M","0","0","210000","87","Большой Камень","2022-11-09","2022-11-12","2","109.75","4","1","0","0","1","0","0","1","0","7709.68","27","0","0","0","0","0","0"
"528617975","24","M","0","0","55000","1086","Санкт-Петербург","2022-10-15","","175","482","4","1","0","0","0","1","0","1","0","79367.36","139","0","0","33","0","3","5"
"227301763","31","M","0","0","","205","Нефтеюганск","2022-09-01","","219","476.64","3","1","0","0","0","1","0","1","0","58105.36","49","0","0","8","0","1","3"
"220928671","17","M","0","0","15000","544","Чебоксары","2022-04-09","2022-05-09","0","185.74","3","1","0","1","1","0","0","1","0","9309.35","77","0","4","7","0","1","1"
"115546278","43","F","0","0","","49","МО","2022-10-17","","173","331.77","5","0","0","0","1","0","0","1","0","47768.61","62","0","0","4","0","0","3"
"838721838","35","F","0","0","60000","403","Казань","2022-04-27","","346","1351.16","5","1","1","0","0","1","0","1","0","104326.43","129","0","0","11","0","1","3"
"214565528","41","M","0","0","35000","89","Грязи","2022-05-09","2022-06-05","26","84.6","4","1","0","0","0","0","0","0","0","6022.57","34","0","0","1","0","1","3"
"591776638","31","M","0","0","0","1250","Томск","2022-04-16","2022-07-16","87","283.87","7","1","0","0","0","0","0","1","0","55650.37","94","0","0","18","0","3","1"
"319689241","31","F","0","0","45000","257","Кизилюрт","2022-11-13","2023-03-13","121","316.93","4","1","1","0","0","0","0","1","1","26605.26","79","0","0","1","0","0","0"
"261904332","45","M","","0","50000","108","Козельск","2022-05-30","","313","1461.91","5","0","0","0","1","0","0","1","0","128526.58","56","0","0","4","0","0","0"
"962504079","46","M","","0","","472","Краснодар","2022-05-19","","324","416.71","5","0","0","0","1","0","0","1","1","22536.03","19","0","0","0","0","0","0"
"807717752","42","M","2","0","140000","3391","Тверь","2022-11-08","","151","243.01","4","1","0","0","0","0","0","1","0","77855.13","38","0","0","0","0","3","5"
"715270009","22","M","0","0","","763","Ковров","2022-04-19","2023-04-19","349","255.69","5","1","0","0","0","0","0","1","0","80191.3","242","0","1","24","0","7","1"
"504989168","22","M","0","0","100000","482","Тула","2022-08-06","2023-01-06","151","225.06","5","1","0","1","0","1","0","1","0","77960.51","163","0","3","33","0","12","1"
"920722634","33","F","0","0","50000","1503","Уфа","2022-09-29","2022-11-29","48","83.99","2","1","0","0","1","0","0","0","0","29881.94","71","0","0","7","0","1","0"
"191515967","36","F","0","0","40000","201","Стерлитамак","2022-08-28","2022-10-24","56","294.73","4","1","0","0","0","0","0","0","0","35766.07","136","1","1","12","0","1","1"
"151615676","32","F","0","0","85000","2208","Санкт-Петербург","2022-12-08","2023-01-08","9","716.77","5","1","1","0","0","1","1","1","0","78075.97","98","0","0","8","0","1","4"
"139818888","20","M","0","0","","464","Кузнецк","2022-10-01","2023-01-01","89","18.52","2","1","0","1","0","1","0","1","0","11423.55","35","0","1","3","0","0","0"
"197409144","21","M","0","0","50000","503","Курган","2022-06-28","","284","534.73","6","1","0","1","0","1","0","1","0","65858.19","72","0","0","15","0","1","5"
"377300384","28","M","0","0","80000","959","Краснодар","2022-09-16","","204","151.11","6","1","1","1","0","1","0","1","0","34824.43","81","0","0","24","0","0","3"
"284649380","31","F","0","0","25000","1512","Саратов","2022-07-18","","264","290.22","5","0","1","0","0","0","0","1","1","25202.88","73","0","0","1","0","0","4"
"758910138","59","F","0","0","150000","2197","Санкт-Петербург","2022-06-24","","288","214.65","4","1","1","0","0","0","0","1","0","132633.92","68","1","1","8","0","3","1"
"99547370","52","F","0","0","65000","130","Самара","2022-08-07","","244","213.21","4","1","0","0","0","0","0","1","0","4672.89","12","0","0","1","0","0","0"
"498025967","26","F","0","0","","1886","Санкт-Петербург","2022-07-23","","259","356.37","5","1","0","1","0","0","0","1","0","101092.34","61","0","1","15","0","4","3"
"994830917","50","F","0","0","80000","270","Череповец","2022-01-22","2022-09-26","0","380.33","5","1","0","1","0","1","0","1","0","10835.03","41","0","0","3","0","0","1"
"490630364","35","M","1","0","","899","Астрахань","2022-02-25","","407","323.59","7","1","1","0","0","0","0","1","0","32858.19","68","0","0","14","0","3","5"
"813547206","22","M","0","0","150000","399","МО","2022-04-10","2022-05-11","31","654.22","4","0","1","0","0","0","0","0","0","84231.38","42","0","0","4","0","1","1"
"656588116","42","M","0","0","200000","79","Воронеж","2022-04-28","2022-10-12","167","403.91","5","1","0","0","0","0","0","1","0","37982.28","95","0","0","14","0","1","1"
"367940645","46","M","0","0","158000","230","Уфа","2022-09-27","","193","1474.19","3","1","0","0","0","0","0","1","0","253353.29","62","0","0","4","0","3","4"
"224258151","43","M","0","0","50000","268","Кинешма","2022-11-04","2023-03-04","94","243.27","4","1","0","0","0","0","0","1","0","63919.98","84","0","0","5","0","0","1"
"266843179","42","M","0","0","50000","1179","Набережные Челны","2022-06-10","","302","864.51","6","1","1","1","1","0","1","1","0","72405.95","130","0","1","16","0","3","3"
"891940052","37","F","0","0","80000","231","Санкт-Петербург","2022-09-29","","191","272.98","3","1","0","0","0","0","0","1","0","106430.54","73","0","0","3","0","1","1"
"540981528","50","M","1","1","30000","1074","Новочебоксарск","2022-03-05","","399","495.03","6","1","0","0","0","0","0","1","0","41293.72","62","0","3","8","0","5","0"
"187701030","31","M","0","0","60000","849","Санкт-Петербург","2022-02-27","","405","250.92","5","1","0","0","0","0","0","1","0","53022.74","113","0","1","18","0","1","1"
"932650255","38","M","0","0","0","1800","Тобольск","2022-06-25","2022-09-24","0","269.39","5","1","0","0","0","0","0","1","0","78540.06","91","0","0","8","0","0","0"
"696553591","35","F","0","0","70000","145","МО","2022-10-30","","160","95.72","4","1","0","0","0","0","0","1","1","10481.91","10","1","0","1","0","0","1"
"974855606","35","F","0","0","","720","МО","2022-01-24","","439","383.53","6","1","0","0","0","1","0","1","0","37715.49","57","0","3","3","0","1","7"
"771070185","27","M","0","0","200000","1957","Иваново","2022-01-24","","439","707.41","6","1","1","1","0","0","0","1","0","228875.13","167","0","5","19","0","1","1"
"537863873","62","M","","0","41000","112","Ярцево","2022-06-18","2023-01-18","183","79.39","3","1","0","0","0","0","0","1","0","4860.1","1","0","0","0","0","0","1"
"841881783","32","M","0","0","70000","1932","Казань","2022-08-25","","226","201.78","5","1","0","0","0","0","0","1","1","61250.88","220","0","0","7","0","10","1"
"247026165","44","F","0","0","120000","901","Екатеринбург","2022-10-29","2022-11-29","30","129.61","3","1","1","0","0","1","0","0","0","39058.44","43","0","0","4","0","1","1"
"960536435","19","M","0","0","50000","1023","Рязань","2022-03-15","","389","355.22","6","1","0","0","0","0","0","1","0","116214.63","175","4","4","22","0","7","3"
"416350472","44","M","0","0","","1771","МО","2022-05-22","","321","1136.03","4","1","0","1","0","0","0","1","0","61153.35","68","0","0","8","0","0","3"
"436724636","33","F","0","0","50000","701","Санкт-Петербург","2022-02-26","","406","1672.57","7","1","0","0","0","0","0","1","0","120853.33","175","0","1","33","0","4","3"
"453082197","19","M","","0","","75","Владивосток","2022-11-29","2022-12-29","1","216.95","4","1","0","0","0","0","0","0","0","7336.39","33","0","0","10","0","0","0"
"747042108","36","M","0","0","82500","1262","Орёл","2022-03-11","","393","598.36","5","1","0","1","0","0","0","1","0","95318.07","69","0","0","4","0","1","4"
"92713966","34","M","0","0","180000","2230","Самара","2022-04-04","2022-11-14","224","657.46","6","1","0","0","0","0","0","1","0","45201.52","50","0","0","3","0","1","3"
"582358104","36","F","0","0","","1056","Ростов-На-Дону","2022-06-20","","292","259.99","4","1","0","1","0","0","0","1","0","14593.74","3","0","0","0","0","0","0"
"833326244","43","M","0","0","400000","1820","Москва","2022-04-18","","355","2215.17","7","1","1","1","0","1","0","1","1","363765.06","227","0","3","23","0","3","3"
"330645307","34","F","0","0","42000","1675","Белгород","2022-05-12","2022-10-05","0","198.41","3","0","1","0","1","0","0","1","0","3010.45","7","0","0","0","0","0","0"
"947095548","31","F","0","0","","125","Крымск","2022-10-28","2023-01-28","89","441.5","2","1","0","0","0","0","0","1","0","13372.97","37","0","0","0","0","0","3"
"534643319","24","M","0","0","120000","1383","Краснодар","2022-11-07","","152","3029.29","5","1","0","1","0","0","0","0","0","135093.39","69","0","1","12","0","5","1"
"607381333","62","F","0","0","25000","585","Санкт-Петербург","2022-04-15","2022-06-16","61","662.47","4","1","0","1","0","1","1","1","1","12881.97","43","0","0","5","0","0","1"
"422277185","29","F","0","0","50000","657","Новороссийск","2022-02-01","2022-11-04","268","180.21","6","1","0","0","0","1","0","1","1","26479.7","33","1","1","5","0","1","3"
"522919685","22","F","1","0","50000","69","Ульяновск","2022-10-15","2023-03-17","0","83.99","2","1","0","0","0","0","0","0","0","984.8","4","0","0","0","0","0","0"
"820180502","25","M","0","0","50000","195","Тюмень","2022-12-22","","107","96.17","4","1","0","1","0","0","0","1","0","29100.6","84","0","0","3","0","11","1"
"657693777","21","M","0","0","90000","559","Тула","2022-05-09","","334","300.2","6","1","1","1","1","0","0","1","0","57662.56","107","0","3","5","0","3","3"
"496189336","27","M","0","0","35000","1221","Кувшиново","2022-04-28","2022-05-28","1","400.51","4","1","1","0","0","0","0","0","0","18942.1","64","0","3","0","0","14","0"
"449554532","40","F","0","0","50000","292","Москва","2022-11-27","2022-12-27","2","186.31","4","1","1","0","0","0","0","0","0","95442.5","134","0","1","37","0","1","3"
"372849733","29","M","0","0","62000","522","Ставрополь","2022-04-10","2022-06-10","39","337.14","5","1","0","1","0","0","0","1","0","92434.86","72","0","0","23","0","0","3"
"810187986","22","F","0","0","25500","323","Новосибирск","2022-11-02","2023-01-01","0","147.53","1","1","1","0","0","0","0","0","0","535.28","4","0","0","0","0","0","0"
"583489447","22","M","0","0","50000","594","Новоаннинский","2022-06-24","2022-09-24","78","241.5","6","1","0","1","0","0","1","1","0","24676.01","69","0","0","8","0","10","1"
"645208130","59","F","0","0","11500","1601","Прокопьевск","2022-01-06","2022-07-06","151","86.33","4","1","1","1","0","0","0","1","0","10469.58","27","0","0","1","0","0","1"
"613492769","33","M","0","0","100000","819","Магнитогорск","2022-03-14","2023-01-15","278","144.15","5","1","0","0","1","1","0","1","0","67010.58","190","0","3","26","0","3","7"
"595673638","41","F","0","0","15000","3720","Якутск","2022-08-23","","228","314.95","5","1","1","1","0","0","0","1","0","91397.93","79","0","3","5","0","4","0"
"785974130","41","M","0","0","65000","789","Набережные Челны","2022-12-26","","103","46","2","1","1","1","0","1","0","0","0","10920.22","16","0","0","3","0","0","4"
"925985907","21","F","0","0","50000","66","Казань","2022-11-27","2022-12-27","1","15.62","3","1","0","0","0","0","0","0","0","27092.89","134","0","0","22","0","1","1"
"40937104","57","F","0","0","70000","90","Еманжелинск","2022-05-09","","334","581.88","6","1","0","1","1","0","0","1","0","84466.79","79","0","0","3","0","0","3"
"693295838","29","M","0","0","65000","555","Москва","2022-08-28","2022-11-28","89","103.31","4","1","0","1","0","1","0","1","0","49761.75","118","0","0","30","0","1","4"
"385966199","40","","","0","","161","МО","2022-08-09","","242","87.63","3","1","0","0","0","0","0","0","0","10935.92","33","0","0","3","0","0","1"
"817610734","23","M","0","0","70000","929","Москва","2022-03-08","","396","499.48","4","1","1","0","0","1","0","1","0","161111.8","95","0","1","35","1","7","7"
"682314913","33","M","0","0","90000","155","Якутск","2022-09-01","","219","86.02","3","1","0","0","0","0","0","1","0","16808.84","38","0","0","3","0","12","0"
"485209811","27","F","0","0","50000","1232","Волгоград","2022-09-27","","193","615.9","6","1","0","1","1","1","0","1","0","83882.75","130","0","1","15","0","8","3"
"965226107","21","M","0","0","65500","1138","Иркутск","2022-12-24","","105","150.86","6","1","1","1","0","1","0","1","0","23900.28","38","1","0","8","0","1","0"
"961936048","32","M","0","0","70000","3228","Москва","2022-09-27","2022-12-27","64","276.07","4","1","1","0","0","1","0","1","0","33191.13","65","0","0","14","0","0","1"
"741361431","26","F","0","0","60000","27","Санкт-Петербург","2022-02-13","","419","1069.39","7","1","1","0","1","0","0","1","0","198419.8","62","0","0","8","0","1","4"
"79743084","28","M","0","0","100000","619","Пермь","2022-05-01","","342","247.94","5","1","1","1","0","0","0","1","0","49316.72","183","0","4","35","0","1","0"
"429025116","48","F","","0","30000","264","Соликамск","2022-11-03","","156","100.04","6","1","0","0","0","0","1","1","0","26839.54","76","0","0","0","0","0","3"
"865382606","54","M","0","0","50000","148","Набережные Челны","2022-07-07","","275","217.82","4","1","0","0","0","0","0","1","0","13534.4","34","0","0","5","0","3","0"
"763459811","21","M","0","0","110000","295","Екатеринбург","2022-12-03","2023-03-30","117","156.99","4","1","0","0","0","0","0","1","0","60357.44","86","0","0","20","0","3","4"
"632112892","32","M","0","0","250000","463","Катайск","2022-05-20","2022-11-24","186","364.18","5","1","0","0","0","1","0","1","0","34305.4","65","0","1","8","0","5","1"
"918533274","30","M","0","0","130000","497","МО","2022-01-13","","450","236.1","6","1","0","0","0","0","0","1","0","31628.46","75","0","1","10","0","1","7"
"814668692","27","F","0","0","55000","348","Петропавловск-Камчатский","2022-01-17","2022-02-17","2","346.89","2","1","0","0","0","0","0","0","1","40291.54","30","0","0","5","0","0","0"
"3834734","35","M","0","0","140000","3468","Санкт-Петербург","2022-09-29","","191","299.1","2","1","1","0","0","0","0","1","0","91033.61","122","0","4","18","0","3","0"
"940276034","36","F","1","0","20000","2093","Москва","2022-05-31","2022-06-30","5","121.99","2","1","1","1","0","0","0","0","2","84288.55","105","0","3","15","0","1","1"
"298087728","18","M","0","0","25000","237","Калининград","2022-10-03","2023-01-07","65","136.99","4","1","0","1","0","0","0","1","0","13188.01","121","0","1","7","0","0","5"
"577745601","41","M","0","0","150000","405","Туапсе","2022-02-08","","424","891.36","6","1","0","0","0","0","0","1","0","94351.77","105","0","0","10","0","4","3"
"387608089","52","F","0","0","60000","1135","Москва","2022-05-02","","341","731.69","5","1","1","0","0","0","0","1","0","106019.14","118","0","0","15","0","3","1"
"572049343","39","F","0","0","60000","96","Кемерово","2022-05-15","","328","95.85","5","1","1","1","0","0","0","1","0","87899.29","92","0","0","10","0","4","1"
"52526396","30","M","0","0","","896","Москва","2022-07-07","2022-08-01","24","2672.37","6","1","0","1","1","0","1","1","0","147354.89","159","1","1","50","0","11","1"
"556109407","32","M","0","0","200000","405","МО","2022-06-22","","290","288.41","4","1","0","0","0","1","0","1","0","67516.15","14","3","0","1","0","0","1"
"5259453","44","M","0","0","300000","246","Москва","2022-10-12","2022-12-12","44","127.16","3","1","0","0","0","0","0","1","0","116254.99","189","0","0","15","0","1","3"
"250671152","19","F","0","0","15000","225","Москва","2022-10-10","2022-11-10","0","9.44","2","1","0","0","0","0","0","0","0","24423.79","155","0","1","5","0","1","1"
"366902463","39","F","0","0","200000","1803","Дзержинск","2022-09-28","","192","138.35","3","1","0","0","0","0","0","1","0","77765.45","57","0","0","3","0","3","4"
"162316985","27","M","0","0","150000","1239","МО","2022-03-17","","387","212.44","8","1","1","0","1","1","0","1","0","76716.2","118","0","3","30","0","1","1"
"657760046","18","F","","0","50000","293","Тюмень","2022-12-01","2023-03-01","65","95.25","3","1","0","0","0","0","0","1","0","6732.17","18","0","0","0","0","0","1"
"343402741","29","M","0","0","36000","132","Скопин","2022-09-03","2022-10-03","3","55.79","4","1","1","1","0","0","0","1","0","20631.45","42","0","0","4","0","0","3"
"618666199","25","F","0","0","80000","294","ЛенОбл","2022-06-17","","295","336.96","5","1","1","0","0","1","0","1","0","121885.77","208","0","7","57","0","7","4"
"762648901","36","M","0","0","250000","2131","Брянск","2022-09-12","2022-11-16","64","489.1","4","1","0","0","1","1","0","1","0","63767.53","209","0","0","10","0","3","0"
"564346811","20","M","0","0","","726","Пермь","2022-10-03","","187","614.71","6","1","0","0","0","1","0","1","0","59596.29","137","0","1","35","0","3","4"
"28284828","29","F","0","0","","2071","Нижний Новгород","2022-11-15","2023-01-15","33","296.64","3","1","0","0","0","0","0","1","0","180183.38","156","0","4","24","0","23","3"
"158636233","31","M","0","0","200000","393","Москва","2022-03-25","","379","292.14","5","1","0","0","0","0","0","1","0","128911.08","86","0","3","7","0","1","1"
"818827259","34","F","0","0","80000","2290","МО","2022-10-04","","186","261.13","4","1","1","0","0","0","0","1","0","18977.97","41","0","0","3","0","0","1"
"570199731","39","M","0","0","","154","Томск","2022-11-17","2023-01-17","30","90.18","4","1","0","0","0","0","0","1","0","14997.3","52","0","0","14","0","0","3"
"520972617","46","M","0","0","122000","68","Ухта","2022-06-13","","299","237.64","6","1","0","0","0","1","0","1","0","50223.6","92","0","0","14","0","11","1"
"338842082","20","F","0","0","30000","137","МО","2022-10-03","2023-01-02","0","68.22","1","1","0","0","0","0","0","0","0","10249.87","19","0","0","5","0","0","1"
"43313291","50","M","0","0","31000","1914","Краснодар","2022-12-19","","110","194.33","2","1","1","0","0","0","0","1","0","299.87","1","0","0","0","0","0","0"
"161700057","27","M","","0","50000","134","Чусовой","2022-07-27","2022-10-27","0","212.92","4","1","0","0","0","0","0","1","0","26275.68","48","0","0","3","0","1","0"
"713154163","46","M","1","0","65000","98","Чебоксары","2022-09-28","2022-12-28","89","67.28","3","1","0","0","0","0","0","0","0","27395.56","49","0","0","3","0","0","3"
"409025835","34","M","0","0","200000","2248","Санкт-Петербург","2022-04-28","2022-05-28","29","347.14","5","1","1","1","1","0","0","0","1","5774.83","7","0","0","0","0","0","0"
"23882874","37","M","0","0","80000","935","Невинномысск","2022-04-08","2022-05-08","4","491.75","6","1","0","1","0","0","0","0","0","77287.91","254","0","0","30","0","8","1"
"903045970","51","F","1","0","50000","2138","Санкт-Петербург","2022-11-27","","132","159.98","2","1","1","0","0","1","0","1","0","112235.08","122","0","22","15","0","0","5"
