"subscription_rk","возраст","пол","кол-во детей","флаг отказа от коммуникаций","доход","возраст в банке","гео","дата подключения","дата отключения","активных дней","выгода","кол-во опций","активная дебетовая карта","активная кредитка","НС","активный мобаил","активный брокерский счет","вклад","флаг оплаты подписки","кол-во партнерских подписок","оборот","кол-во транзакций","транзакций кино","транзакций развлечения","транзакций фастфуд","транзакций музыка","транзакций рестораны","транзакций в оффере партнеров"
"565737523","29","F","0","0","50000","1099","МО","2022-10-04","2022-12-04","54","140.24","3","1","0","0","0","0","0","0","0","14546.66","18","0","0","3","0","0","4"
"743906967","25","M","0","0","50000","740","Уссурийск","2022-04-11","2022-06-12","62","1818.98","5","1","0","0","0","0","0","0","0","233113.63","208","0","20","39","0","26","1"
"737652446","27","M","0","0","70000","592","Пермь","2022-09-23","","197","136.94","4","1","0","0","0","0","0","1","0","15445.7","75","0","0","3","0","0","0"
"582796671","40","M","0","0","","158","Уфа","2022-09-03","2023-01-04","123","29.53","3","1","0","0","0","0","0","1","0","11109.67","72","0","0","1","0","0","1"
"367298890","28","M","0","0","31000","1487","Барнаул","2022-10-28","","162","162.5","3","1","0","0","0","0","0","1","0","52000.39","75","0","1","24","0","1","3"
"942952367","40","F","","0","80000","87","Москва","2022-08-31","2023-01-30","121","31.47","2","1","0","0","0","0","0","1","0","109790.18","57","0","1","4","0","0","4"
"512186251","37","F","0","0","100000","804","МО","2022-08-31","","220","292.73","5","1","0","0","0","0","0","1","0","51082.29","48","0","1","4","0","1","5"
"436381251","29","","","0","","215","Красноярск","2022-09-15","2022-11-14","0","211.5","2","1","0","0","0","0","0","0","0","353.68","4","0","0","0","0","0","0"
"645697673","40","M","0","0","25000","252","Санкт-Петербург","2022-10-18","","172","0","1","0","1","0","0","0","0","1","0","120211","105","0","0","7","0","0","0"
"194515277","31","F","0","0","","394","Москва","2022-03-03","","401","848.61","4","1","0","1","0","1","0","1","0","61055.83","83","0","0","26","0","1","0"
"148776811","26","M","0","0","120000","1255","Тула","2022-11-27","2022-12-27","30","353.87","5","1","1","1","0","0","0","0","0","51619.25","80","0","4","16","0","14","8"
"225677883","41","M","0","0","40000","571","Уфа","2022-10-08","2023-01-09","63","0","2","1","0","0","0","0","0","1","0","2857.99","11","0","0","0","0","0","0"
"96451257","37","F","0","0","999999","314","Уфа","2022-02-18","","414","233.91","5","1","0","0","0","0","0","1","0","16247.22","3","0","0","0","0","0","0"
"154186341","27","F","0","0","50000","839","МО","2022-08-29","2023-03-01","183","301.55","4","1","0","0","0","0","0","1","0","64825.75","76","0","3","10","0","0","5"
"487060784","50","M","0","0","70000","1537","Москва","2022-07-09","2022-10-14","66","273.62","6","1","0","1","0","0","0","1","0","17252.75","41","0","0","1","0","0","1"
"546290991","35","M","0","0","30000","592","Чита","2022-09-16","","204","402.46","5","0","0","0","0","1","0","1","0","19706.62","38","0","0","0","0","0","0"
"932374336","32","M","0","0","50000","221","Краснодар","2022-01-30","2022-02-28","6","149.91","5","1","0","0","0","0","0","0","0","12886.46","45","0","0","4","0","0","3"
"918660553","34","F","0","0","40000","421","Псков","2022-04-17","2022-06-17","47","67.98","4","1","1","1","0","1","0","1","0","33304.35","35","0","0","5","0","1","1"
"134552974","32","M","0","0","","-23","Томск","2022-01-16","2022-03-16","55","70.36","3","1","0","0","0","0","0","1","0","21743.48","95","0","0","5","0","1","0"
"629998814","28","M","0","0","120000","1471","Нефтеюганск","2022-03-30","","374","405.2","6","1","1","1","0","1","0","1","1","73965.26","64","0","0","10","0","3","0"
"819003724","44","F","0","0","","404","Краснотурьинск","2022-04-30","","343","289.58","4","1","0","0","0","0","0","1","0","42503.28","52","0","0","3","0","0","1"
"341094420","39","M","0","0","100000","1160","МО","2022-11-30","2023-03-30","92","462.9","3","1","0","1","0","0","0","1","0","69697.62","45","0","1","3","0","0","0"
"157255376","22","M","0","0","","1002","Екатеринбург","2022-09-04","2023-02-04","125","127.01","3","1","0","0","0","0","0","1","0","15319.03","73","0","0","18","0","3","3"
"450708637","39","F","0","0","80000","56","Новосибирск","2022-04-05","","368","419.42","6","1","0","0","0","0","0","1","0","70407.21","86","0","3","18","0","0","1"
"936200255","44","F","0","0","400000","2415","Благовещенск","2022-06-22","","290","243.33","6","1","0","1","0","0","0","1","0","15332.48","19","0","0","1","0","1","0"
"708094410","28","M","0","0","120000","1596","Оренбург","2022-12-28","","101","289.13","5","1","1","0","0","0","0","0","0","18583.38","98","0","0","27","0","0","4"
"829779492","38","F","0","0","25000","840","МО","2022-11-17","","142","345.25","3","1","0","0","0","1","0","1","0","116814.37","41","0","1","4","0","0","1"
"806007246","58","M","0","0","100000","260","Москва","2022-07-21","2022-08-21","4","107.66","4","1","0","1","0","0","0","0","0","30267.56","38","0","0","4","0","1","1"
"876784861","31","F","0","0","170000","1368","МО","2022-08-02","","249","557.78","6","1","0","0","0","0","0","1","0","94503.1","109","1","1","27","0","3","1"
"822941389","38","F","0","0","40000","75","Новосибирск","2022-10-03","","187","156.3","3","0","1","0","0","0","0","1","0","21505.83","45","0","0","1","0","0","5"
"590812260","43","F","0","0","100000","819","Челябинск","2022-06-23","","289","284.22","5","1","0","0","0","0","0","1","0","159007.69","159","0","3","18","0","3","1"
"144437330","38","M","0","0","","1814","Санкт-Петербург","2022-04-01","","372","1567.39","6","1","0","0","0","0","0","1","0","144744.08","83","0","3","22","0","5","1"
"901408460","65","F","0","0","100000","1788","Лиски","2022-03-06","","398","308.52","3","1","0","0","0","0","0","1","0","28803.54","8","0","0","0","0","0","0"
"25340623","33","F","0","0","40000","374","Мончегорск","2022-05-06","2022-07-06","0","83.99","2","0","0","0","1","0","0","1","0","1299.8","5","0","0","1","0","0","0"
"579727355","42","M","0","0","300000","2072","Златоуст","2022-10-04","2023-03-04","147","348.29","4","1","1","0","0","0","0","1","0","160774.38","206","3","3","24","0","23","0"
"962537711","37","M","0","0","","1126","Екатеринбург","2022-03-15","2022-10-15","213","1737.78","4","1","0","1","0","1","0","1","1","52477.94","68","0","0","4","0","3","11"
"408202985","21","F","0","0","25000","334","Москва","2022-03-31","2022-05-30","57","203.47","4","1","0","1","0","0","0","0","0","48359.38","73","1","0","20","0","1","4"
"657762185","17","F","0","0","","649","Белгород","2022-12-06","2023-01-06","2","112.74","4","1","0","0","0","0","0","0","0","39089.83","61","0","0","3","0","3","0"
"695802571","18","M","","0","50000","131","Архангельск","2022-11-29","2022-12-29","29","10.65","3","1","0","0","0","0","0","0","0","9485.34","35","0","0","5","0","0","1"
"867041376","40","M","0","0","500000","424","Москва","2022-07-03","","279","274.71","6","1","0","1","0","1","0","1","0","241398.94","238","1","5","39","0","12","0"
"917282817","62","M","0","0","","51","Киров","2022-03-31","","373","279.48","4","1","0","0","0","0","0","1","0","29477.26","57","0","1","3","0","0","3"
"219167802","36","F","0","0","80000","534","Нижний Новгород","2022-08-19","","232","332.33","4","1","0","0","0","0","0","1","0","31247.32","26","0","0","1","0","0","3"
"164187957","29","F","0","0","30000","1289","Нижний Тагил","2022-12-04","2023-01-04","30","288.81","2","1","0","1","0","0","0","0","0","30004.13","43","0","0","3","0","1","5"
"519008896","34","M","0","0","67000","561","МО","2022-06-02","2022-07-02","3","566.91","5","1","0","0","1","0","0","0","0","38930.65","71","0","0","3","0","0","0"
"929429727","38","M","0","0","281000","279","Москва","2022-03-10","2022-07-10","92","109.58","5","1","0","0","0","0","0","1","0","9631.07","31","0","0","1","0","0","3"
"589042584","24","M","0","0","","50","Санкт-Петербург","2022-03-10","","394","1622.96","4","1","0","0","0","1","0","1","0","54812.98","75","0","0","10","0","1","3"
"16551236","46","F","0","0","130000","1848","Москва","2022-09-12","2022-11-12","60","136.34","3","1","1","1","0","0","0","0","0","34257.2","4","0","0","0","0","0","1"
"994743597","32","F","0","0","150000","1446","Ростов-На-Дону","2022-04-09","","364","2064.27","8","1","0","0","1","0","0","1","0","122645.81","185","1","3","38","0","18","4"
"340990160","57","F","2","0","","52","Казань","2022-07-15","2022-08-15","28","180.86","3","1","0","0","0","0","0","0","0","14919.95","37","0","0","3","0","0","3"
"540632121","54","F","0","0","","2322","Елец","2022-09-23","","197","452.35","5","1","0","0","0","0","0","1","0","25314.98","45","0","0","5","0","4","5"
"792400315","25","M","0","0","45000","67","Озерск","2022-12-29","","100","183.73","4","1","1","1","0","0","0","0","0","32320.11","68","0","0","16","0","0","3"
"532904352","33","F","0","0","105000","663","МО","2022-10-11","","179","287.5","2","1","0","0","0","0","0","1","0","11904.46","12","0","0","3","0","0","0"
"63695624","36","F","0","0","100000","1529","Уфа","2022-11-04","2023-01-02","56","0","1","1","0","0","0","1","0","0","0","11726.22","8","0","0","1","0","0","3"
"985335745","52","F","0","0","","476","Волгоград","2022-02-09","","423","637.04","7","1","0","0","1","0","0","1","0","38150.43","33","0","0","4","0","0","3"
"932742055","23","F","0","0","75000","483","Воронеж","2022-01-15","2022-02-15","30","152.33","5","1","1","1","0","0","0","0","0","19138.27","102","0","0","15","0","0","3"
"960023658","35","F","0","0","137000","1550","Саратов","2022-04-09","","364","112.56","7","1","0","1","0","1","0","1","2","46170.07","120","0","3","31","0","1","4"
"981296886","22","M","0","0","","397","Краснотурьинск","2022-04-02","2022-05-02","29","183.63","4","1","0","1","0","1","0","0","1","7680.53","14","0","7","0","0","0","1"
"758995767","31","F","0","0","70000","1548","Тверь","2022-04-26","2022-08-26","119","164.32","6","1","1","1","0","0","0","1","0","61971.68","75","0","7","14","0","1","3"
"446545464","57","F","0","0","","196","Улан-Удэ","2022-11-02","2023-02-02","92","217.98","4","1","0","0","0","0","0","1","0","17274.05","49","0","0","0","0","0","8"
"181240531","33","F","0","0","50000","1196","Колпино","2022-01-02","2022-04-01","89","245.19","4","1","0","0","0","0","0","0","0","48147.51","54","0","0","8","0","1","5"
"606269650","19","F","0","0","189690","464","Вольск","2022-10-24","2022-12-24","60","213.47","4","0","1","0","0","1","0","0","0","2407.35","7","0","0","0","0","0","0"
"757395036","35","F","0","0","35000","532","Пермь","2022-08-27","2023-01-27","124","71.33","2","1","0","0","0","0","0","1","0","50682.09","175","0","1","18","0","1","10"
"989419532","18","F","","0","","111","Краснодар","2022-09-21","2022-10-21","0","84.34","4","1","0","0","0","0","0","0","1","7419.34","68","0","0","4","0","1","3"
"734444796","30","M","0","0","90000","89","ЛенОбл","2022-03-16","2022-10-31","0","278.18","8","1","0","1","1","1","0","1","0","20147.17","42","0","0","4","0","1","0"
"473907089","37","F","0","0","50000","472","Челябинск","2022-06-01","2022-07-01","30","9.31","2","1","0","0","1","1","0","1","0","9190.52","12","0","0","3","0","0","7"
"681871143","21","M","","0","","152","Москва","2022-09-29","","191","226.76","5","1","0","0","0","0","0","1","0","16250.58","72","0","0","12","0","0","4"
"540741052","31","M","0","0","50000","264","Тверь","2022-11-03","2022-11-21","17","121.07","1","1","0","0","0","0","0","0","0","18032.97","15","0","4","0","0","0","1"
"603078036","35","M","0","0","60000","1783","Сыктывкар","2022-03-01","2022-06-28","98","267.66","4","1","1","0","0","0","0","1","0","55667.18","175","0","3","27","0","5","5"
"817340536","65","F","0","0","40000","229","Уфа","2022-12-11","2023-01-11","29","17.13","2","1","0","1","0","0","0","0","0","61945.9","103","0","0","20","0","0","1"
"720471900","22","M","0","0","","1155","Санкт-Петербург","2022-02-27","2022-03-27","17","219.35","5","1","0","0","0","0","0","0","0","33019.62","71","0","0","11","0","1","1"
"261715215","33","M","0","0","","190","Белгород","2022-10-03","2023-01-03","90","357.88","3","1","0","0","0","0","0","1","0","7401.4","16","0","0","0","0","0","1"
"699960821","20","M","0","0","30000","213","Новомосковск","2022-09-03","","217","93.94","3","1","0","0","0","1","0","1","0","24983.17","115","0","3","8","0","3","3"
"591349133","29","M","0","0","50000","780","Тольятти","2022-07-31","2022-10-30","91","97.25","3","1","0","0","0","0","0","0","0","76735.25","124","0","0","15","0","0","3"
"420162472","19","M","0","0","35000","161","Киселевск","2022-10-05","2023-01-02","0","76.26","1","1","0","0","0","0","0","0","0","561.06","1","0","0","0","0","0","0"
"433229965","35","F","0","0","35000","110","Краснодар","2022-06-06","2022-11-05","0","228.25","3","1","0","1","0","0","0","1","0","7019.14","31","0","0","1","0","0","1"
"521911880","24","M","0","0","40000","650","Уфа","2022-11-03","2023-01-03","61","212.26","5","1","0","0","0","0","0","1","0","15407.59","73","0","0","3","0","0","0"
"426045789","33","F","","0","","2378","Ульяновск","2022-04-04","","369","391.37","5","1","0","0","0","0","0","1","0","4588.82","5","0","1","0","0","0","0"
"372032173","15","F","0","0","","262","Москва","2022-10-28","","162","216.92","4","1","0","0","0","0","0","1","0","38494.58","45","0","0","1","0","0","1"
"612356521","42","F","0","0","140000","941","Санкт-Петербург","2022-07-27","","255","300.78","5","1","0","0","0","0","0","1","0","65527.5","84","0","0","10","0","0","1"
"768381859","26","F","0","0","130000","272","МО","2022-11-26","2023-02-26","78","56.95","3","1","0","0","1","0","0","0","0","63635.25","79","0","0","15","0","1","4"
"32677375","54","F","0","0","30000","28","Санкт-Петербург","2022-11-01","","158","159.98","2","0","0","0","1","0","0","0","0","7558.34","30","0","0","1","0","0","3"
"550445048","42","M","3","0","150000","1601","Краснодар","2022-02-03","2022-06-02","0","629.01","5","1","1","0","0","0","0","1","0","7178.33","15","0","0","1","0","0","3"
"988652472","44","M","0","0","100000","1795","Казань","2022-06-13","2023-04-03","293","232.82","5","1","0","0","0","0","0","1","0","9628.83","11","0","0","1","0","0","0"
"932279837","24","M","0","0","143000","537","Москва","2022-10-20","2022-11-20","30","88","4","1","0","1","0","0","0","1","0","67007.22","24","0","1","4","0","0","1"
"381402398","40","M","0","0","90000","1623","Новосибирск","2022-08-03","2022-09-03","15","173.53","3","1","1","1","0","1","0","1","0","96615.07","62","0","0","7","0","1","1"
"169224233","43","F","0","0","80000","122","Иркутск","2022-10-28","2022-12-28","60","13","2","1","0","0","0","0","0","0","0","47145.34","48","0","1","3","0","1","3"
"27670830","22","F","0","0","50000","220","Корсаков","2022-10-15","2022-12-15","61","139.66","3","1","0","1","0","0","0","0","0","44477.36","72","0","1","5","0","1","0"
"896645574","49","F","0","0","90000","928","Санкт-Петербург","2022-11-26","","133","294.41","4","1","1","0","0","0","0","0","1","30931.19","52","1","0","4","0","1","1"
"136203346","20","F","0","0","20000","248","Нижнекамск","2022-10-14","2023-02-16","118","68.79","2","1","0","0","0","0","0","1","0","14606.07","43","0","0","7","0","0","3"
"154123462","35","M","0","0","65000","2242","МО","2022-12-23","","106","258.58","4","1","1","0","0","0","0","1","0","66917.54","120","0","1","7","0","1","4"
"284142944","30","M","0","0","70000","859","Владимир","2022-06-27","","285","251.08","5","1","0","0","0","0","0","1","0","60774.46","133","0","3","19","0","14","3"
"605821844","15","M","0","0","","121","Элиста","2022-05-09","2022-06-17","38","74.43","4","1","0","1","0","0","0","1","0","5477.77","61","0","0","1","0","1","1"
"190950129","15","F","0","0","","47","Саратов","2022-09-04","2023-03-18","0","85.1","5","1","0","0","0","0","0","1","1","4575.36","24","0","0","1","0","0","3"
"700702753","34","F","0","0","45000","1840","Пермь","2022-03-03","2022-08-02","146","458.41","3","1","1","0","0","0","0","1","0","33705.67","33","0","1","5","0","1","0"
"867816359","53","M","2","0","35000","202","Тында","2022-09-04","","216","190.25","3","0","1","0","0","0","0","1","0","1411.9","5","0","0","0","0","3","0"
"705787111","20","M","0","0","85000","255","Печора","2022-04-16","2022-10-07","0","166.9","5","1","0","0","0","0","0","1","0","73309.48","61","0","1","3","0","30","1"
"830207717","27","M","0","0","170000","388","Санкт-Петербург","2022-04-09","2022-05-09","28","48.78","2","1","0","0","0","1","0","0","0","69724.52","54","0","0","4","0","3","1"
"68466998","20","M","0","0","","577","Томск","2022-10-10","2023-02-10","119","277.94","3","1","0","0","0","0","0","1","0","22297.25","57","0","0","10","0","0","1"
"861193823","31","F","0","0","30000","70","Ижевск","2022-05-15","2022-07-15","0","211.5","2","1","0","0","0","0","0","0","0","3412.89","29","0","0","5","0","0","1"
"147577881","39","M","0","0","","349","ЛенОбл","2022-01-28","2022-07-31","0","222.28","5","1","0","0","0","0","0","1","0","4281.66","10","0","0","0","0","0","1"
"483106835","45","M","0","0","100000","888","Сочи","2022-04-21","","352","413.45","5","1","1","0","0","1","0","1","0","80118.43","111","0","1","3","0","1","0"
"710395210","20","M","0","0","70000","829","Екатеринбург","2022-11-18","2022-12-18","30","233.34","4","1","0","0","0","0","0","0","0","56528.11","120","0","12","15","0","7","0"
"254677770","30","F","0","0","","922","Москва","2022-04-17","","356","1053.43","6","1","0","1","0","0","0","1","0","95154.41","100","0","1","8","0","1","1"
"663641677","31","M","0","0","70000","112","Волгоград","2022-05-31","","312","136.74","3","1","0","0","0","0","0","1","0","72948.52","197","0","1","10","0","7","3"
"439914942","33","F","0","0","","1316","МО","2022-04-12","","361","1036.53","6","1","0","1","0","0","0","1","0","191594.04","153","0","0","27","0","3","3"
"125611815","27","M","0","0","60000","115","Пермь","2022-09-29","2023-02-28","123","51.08","2","1","0","0","0","0","0","1","0","38699.72","140","0","0","38","0","0","7"
"805617882","37","M","0","0","200000","3198","Калуга","2022-04-14","","359","921.56","9","1","1","1","0","1","1","1","0","131510.68","130","0","5","15","0","3","3"
"484004448","20","F","0","0","30000","236","Краснодар","2022-11-27","","132","224.49","4","1","1","0","0","0","0","1","0","37157.23","143","0","0","14","0","1","1"
"681321650","41","M","0","0","30000","630","Тамбов","2022-05-02","2022-08-01","0","103.97","3","0","1","0","1","0","0","0","0","2325.52","11","0","0","1","0","0","1"
"959593540","17","F","","0","","295","МО","2022-12-01","2022-12-30","29","86.17","4","1","0","1","0","0","0","0","0","16490.47","96","0","0","4","0","0","5"
"979576343","32","M","0","0","","1275","Липецк","2022-12-25","2023-01-25","28","767.6","1","1","0","0","0","0","0","1","0","79411.08","76","0","26","3","0","1","4"
"81281847","34","M","0","0","40000","118","Киселевск","2022-12-29","2023-02-28","60","264.13","4","1","0","0","1","0","0","0","0","15896.34","58","0","0","1","0","0","1"
"198272108","22","M","0","0","70000","1301","Таганрог","2022-09-13","2023-02-12","0","330.5","4","1","1","0","0","1","0","0","0","35851.26","90","0","0","20","0","0","1"
"504662373","22","M","0","0","80000","198","Сочи","2022-12-23","","106","83.99","1","1","0","0","1","0","0","1","1","13464.89","90","0","18","8","0","0","18"
"119096925","45","","","0","","169","МО","2022-09-29","2022-10-29","1","93.88","3","1","0","0","0","0","0","0","0","36672.96","65","1","0","0","0","0","1"
"118614982","60","F","0","0","","1546","Москва","2022-03-03","","401","236.34","4","1","0","0","0","0","0","1","0","81067.92","61","0","0","3","0","0","0"
"12941000","23","M","0","0","45000","77","Екатеринбург","2022-04-28","2023-03-16","316","307.64","5","1","0","0","0","0","0","1","0","52288.49","132","0","19","20","0","1","3"
"337402788","41","M","0","0","","1001","Санкт-Петербург","2022-06-23","2022-11-02","142","134.55","2","1","0","0","0","0","0","1","0","13636.41","3","0","0","0","0","0","0"
"116094557","34","M","0","0","20000","1794","Нижний Новгород","2022-06-01","","311","310.1","4","1","0","0","0","0","0","1","0","101173.05","67","0","1","5","0","1","1"
"160260617","18","F","0","0","45000","207","Москва","2022-09-02","","218","232.78","6","1","0","0","0","0","0","1","0","28921.24","69","0","1","23","0","3","1"
"681443685","33","F","0","0","55000","2018","Тольятти","2022-03-03","2022-06-03","67","938.12","5","1","0","0","0","0","0","1","0","16666.47","48","0","0","16","0","3","0"
"239716077","30","M","0","0","105000","1731","ЛенОбл","2022-02-11","","421","338.15","6","1","0","0","0","0","0","1","0","79534.39","113","0","0","18","0","3","4"
"384547043","28","M","0","0","90000","131","Москва","2022-10-01","2023-01-01","83","81.92","2","1","0","0","0","0","0","1","0","52136.03","75","1","1","29","0","1","3"
"80653096","41","F","0","0","","186","МО","2022-08-17","","234","178.56","3","1","0","0","0","0","0","1","0","75718.51","86","0","0","1","0","0","7"
"261069143","34","M","0","0","200000","1365","МО","2022-04-09","2022-05-09","0","83.99","2","0","1","0","0","0","0","0","0","10368.69","14","0","0","1","0","1","0"
"180207912","48","F","0","0","60000","372","Санкт-Петербург","2022-05-09","2022-07-09","58","514.43","5","1","0","1","0","0","0","1","0","50376.06","39","0","0","1","0","0","1"
"815229842","30","M","0","0","200000","1791","Нижний Новгород","2022-03-20","","384","846.8","5","1","0","1","0","1","0","1","0","69277.24","159","0","1","7","0","35","3"
"752551720","42","F","0","0","0","66","Москва","2022-04-17","2022-05-17","23","195.6","5","1","0","0","0","1","0","0","0","27348.48","64","0","1","19","0","1","3"
"914293506","33","M","0","0","100000","1312","Москва","2022-10-29","","161","254.06","4","1","0","0","0","0","0","1","0","116649.58","201","0","0","24","0","20","4"
"177796169","26","F","0","0","80000","473","МО","2022-11-27","2022-12-27","29","11.7","2","1","1","1","0","0","0","0","0","149729.17","99","0","1","29","0","12","3"
"10297561","29","M","0","0","50000","232","Санкт-Петербург","2022-08-31","2022-10-30","59","47.79","4","1","0","1","0","0","0","0","0","34877.11","81","0","0","23","0","0","1"
"988700272","39","F","0","0","120000","1144","Санкт-Петербург","2022-07-02","","280","640.64","4","1","0","1","0","1","0","1","0","100889.44","137","0","0","20","0","1","5"
"919859416","19","M","0","0","30000","517","Москва","2022-11-01","2023-02-01","91","211.24","4","1","0","0","0","0","0","1","0","41456.26","90","0","0","16","0","1","4"
"533316826","45","M","0","0","55000","1467","Энгельс","2022-05-03","","340","248.06","5","1","0","0","0","1","0","1","0","41960.71","73","0","1","26","0","7","3"
"281716415","41","F","0","0","25000","103","Десногорск","2022-02-17","2022-10-20","225","9.43","3","1","0","0","1","0","0","1","0","20208.83","96","0","0","0","0","1","0"
"715124035","41","M","0","0","70000","104","Москва","2022-04-28","2022-05-28","29","230.05","4","1","0","0","0","0","0","0","0","23910.37","42","0","0","0","0","3","3"
"475072253","39","M","0","0","","3","Краснодар","2022-02-10","","422","265.26","6","1","0","1","0","1","1","1","0","4495.77","43","0","0","1","0","1","1"
"334981976","34","M","0","0","83000","91","Самара","2022-08-28","2022-09-28","3","91.71","2","1","0","0","0","0","0","0","0","17268.45","83","0","0","4","0","3","0"
"611175934","22","F","","0","","151","Ульяновск","2022-08-27","2022-10-27","57","28.48","3","1","0","0","0","0","0","0","0","75862","133","0","1","11","0","0","1"
"209684977","38","M","0","0","","973","Москва","2022-03-30","","374","1101.91","6","1","0","0","0","0","0","1","0","136617.95","73","0","1","11","0","1","3"
"593476568","24","F","0","0","0","830","ЛенОбл","2022-01-23","2022-12-23","321","1632.23","7","1","0","1","0","0","0","1","0","129685.69","73","0","0","8","0","0","1"
"778627730","22","F","0","0","50000","189","Казань","2022-10-04","2022-12-04","61","152.11","4","1","0","0","0","0","0","0","0","23649.18","60","0","1","10","0","0","7"
"801561782","32","M","0","0","100730","-212","Воронеж","2022-07-13","2023-03-08","238","71.33","2","1","0","0","1","0","0","1","0","2963.37","3","0","0","0","0","3","0"
"871574711","45","M","0","0","80000","1314","Самара","2022-06-06","2022-06-15","9","142.34","3","1","0","0","0","1","0","0","0","83724.69","53","0","0","4","0","0","1"
"116960334","38","M","0","0","","1154","Москва","2022-06-21","2022-07-21","0","85.03","4","1","0","0","0","0","0","0","0","30726.05","11","0","0","0","0","0","0"
"650266691","31","M","0","0","150000","659","Иркутск","2022-06-01","2022-07-25","54","108.03","4","1","0","0","0","1","0","1","0","107246.63","81","0","3","12","0","3","1"
"50234110","32","F","0","0","55000","1129","Феодосия","2022-10-15","","175","154.86","5","1","1","0","0","0","0","1","0","67710.08","160","0","0","0","0","0","0"
"468125567","27","M","0","0","","2550","Санкт-Петербург","2022-06-18","2022-08-18","60","135.25","4","1","0","0","0","0","0","1","0","28915.64","42","0","0","4","0","0","0"
"211681366","42","F","0","0","30000","1500","Краснодар","2022-05-19","","324","146.57","5","1","0","0","0","1","0","1","0","2326.64","8","0","0","0","0","0","1"
"457574487","33","M","0","0","38700","803","Ростов-На-Дону","2022-04-12","2022-05-12","30","212.48","5","1","0","0","0","0","0","0","0","16164.26","73","0","0","8","0","1","5"
"717854280","33","M","0","0","50000","758","Пермь","2022-04-19","2022-06-19","30","211.5","4","1","0","0","1","0","0","1","0","86969.98","181","0","0","14","0","7","3"
"236521127","48","M","","0","","2375","МО","2022-08-01","","250","89.51","3","1","0","1","0","0","0","1","0","33262.87","20","0","0","1","0","0","0"
"662047246","57","F","0","0","","61","МО","2022-09-21","","199","85.15","3","1","0","0","0","0","0","0","0","4817.5","24","0","0","0","0","0","3"
"320646553","32","M","0","0","61000","113","Екатеринбург","2022-06-01","2022-08-01","30","315.58","4","1","0","0","0","1","0","1","0","29047.91","77","0","0","8","0","0","1"
"744506584","21","M","0","0","70000","543","Тюмень","2022-07-01","2022-08-01","31","0","1","1","0","0","0","0","0","0","0","9192.76","49","0","0","11","0","4","0"
"609007740","52","F","0","0","","221","Архангельск","2022-09-01","2023-03-01","162","8.05","2","1","0","0","0","1","0","1","0","53086.64","94","0","1","8","0","1","1"
"225894069","35","M","0","0","150000","1868","Санкт-Петербург","2022-09-28","2022-12-31","93","466.2","7","1","0","1","0","1","1","0","0","83011.73","67","0","0","14","0","1","3"
"15372829","37","M","0","0","110000","598","Челябинск","2022-05-21","","322","260.94","5","1","1","1","0","0","0","1","1","103676.25","125","0","1","7","0","1","4"
"955896354","35","M","0","0","82000","731","Александров","2022-09-26","2022-10-26","30","215.96","4","1","0","1","0","0","0","0","0","94861.82","114","0","0","4","0","0","1"
"473236336","34","F","0","0","125000","2739","Москва","2022-12-04","","125","1227.95","7","1","0","1","0","0","0","1","1","44102.94","29","0","1","4","0","0","1"
"860816224","47","F","0","0","100000","368","Владивосток","2022-04-08","2023-03-24","349","1085.63","5","1","0","0","0","1","0","1","0","149005","56","0","0","1","0","0","0"
"319617512","26","M","0","0","100000","693","Змеиногорск","2022-03-31","2023-02-28","307","331.54","4","1","1","0","0","0","0","1","0","7374.5","1","0","0","0","0","0","1"
"808488392","33","F","0","0","45000","621","Казань","2022-12-21","2023-01-21","20","913.41","3","1","0","0","0","1","0","1","0","73683.89","68","0","1","14","0","3","3"
"282745407","23","M","0","0","35000","1309","Белгород","2022-12-29","2023-02-28","48","83.99","2","1","1","0","0","1","0","0","0","16432.18","72","0","0","12","0","5","4"
"516812743","38","F","0","0","350000","685","Санкт-Петербург","2022-12-29","","100","1023.74","4","1","0","0","0","0","0","1","0","161469.4","56","0","1","18","0","1","1"
"282692387","48","F","0","0","","2133","Норильск","2022-02-01","","431","576.18","7","1","0","0","0","0","0","1","0","68929.73","84","0","0","4","0","0","0"
"784542669","30","M","0","0","115000","409","МО","2022-04-23","2022-11-24","186","159.98","3","1","1","0","0","1","0","1","0","46219.39","95","0","0","26","0","0","3"
"815973565","37","M","0","0","40000","192","Аксай","2022-08-19","2022-09-19","30","219.52","5","1","0","0","0","0","0","0","0","28971.69","76","0","0","3","0","0","1"
"933838512","36","F","0","0","30000","2125","Москва","2022-04-05","2022-06-04","0","312.83","3","1","0","0","0","0","0","0","0","7941.73","30","0","0","0","0","0","1"
"343373256","28","M","0","0","140000","1476","Москва","2022-11-30","2023-01-30","31","271.88","4","1","1","1","0","0","0","1","0","73251.19","99","0","0","39","0","1","1"
"262865433","29","F","0","0","","55","ЛенОбл","2022-05-06","2023-02-06","276","133.47","3","1","0","0","0","0","0","1","0","59147.89","167","0","0","10","0","19","4"
"895333902","18","F","0","0","21000","397","Балаково","2022-05-23","2022-08-03","41","51.05","4","1","0","0","0","0","0","1","0","3916.22","23","0","0","4","0","0","1"
"168039423","21","M","0","0","50000","511","МО","2022-03-04","2023-03-11","371","191.16","6","1","1","1","1","0","0","1","0","12147.72","45","0","0","7","0","1","0"
"146616150","23","M","0","0","","300","Архангельск","2022-12-05","2023-01-05","0","90.15","2","1","0","1","1","0","0","1","0","21644.83","90","0","1","3","0","1","1"
